,Suburb,Address,Rooms,Housewithrooms,Housewithrooms1,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
1212,Pascoe Vale,2 Donnelly Ct,3,House,house with 3,738000,SP,Brad,7/05/2016,9.9,3044,3,1,1,821,106,1974,Moreland,-37.7153,144.9418,Northern Metropolitan,7485
1213,Pascoe Vale,9/12 Pascoe St,2,House,house with 2,386000,S,D'Aprano,7/05/2016,9.9,3044,2,1,1,111,67,1987,Moreland,-37.7152,144.9349,Northern Metropolitan,7485
1214,Pascoe Vale,5/19 Raeburn St,2,Unit,unit with 2,452000,S,hockingstuart,7/05/2016,9.9,3044,2,1,1,159,87,1990,Moreland,-37.7291,144.9446,Northern Metropolitan,7485
1215,Pascoe Vale,3/30 Snell Gr,3,House,house with 3,522500,S,Raine,7/05/2016,9.9,3044,3,1,1,192,121,2005,Moreland,-37.7177,144.9321,Northern Metropolitan,7485
1216,Pascoe Vale,1/23 Stewart St,2,House,house with 2,601500,S,hockingstuart,7/05/2016,9.9,3044,2,1,1,253,,2000,Moreland,-37.7286,144.9249,Northern Metropolitan,7485
1217,Pascoe Vale,16 Fawkner Rd,3,House,house with 3,1305000,S,Nelson,7/11/2016,9.9,3044,3,1,1,735,,,Moreland,-37.7282,144.9304,Northern Metropolitan,7485
1218,Pascoe Vale,60 Kent Rd,2,House,house with 2,741000,S,Raine,7/11/2016,9.9,3044,2,1,2,520,300,2006,Moreland,-37.7204,144.9446,Northern Metropolitan,7485
1219,Pascoe Vale,4/36 Sylvan Gr,2,Unit,unit with 2,495000,S,Brad,7/11/2016,9.9,3044,2,1,1,207,,1975,Moreland,-37.7283,144.9417,Northern Metropolitan,7485
1220,Pascoe Vale,24 Eddie St,5,House,house with 5,1345000,S,Brad,8/10/2016,9.9,3044,5,2,5,759,,,Moreland,-37.7296,144.9362,Northern Metropolitan,7485
1221,Pascoe Vale,1c Hazel Gr,2,Townhouse,townhouse with 2,530000,SP,hockingstuart,8/10/2016,9.9,3044,2,1,1,156,98,2004,Moreland,-37.7311,144.9395,Northern Metropolitan,7485
1222,Pascoe Vale,9 Kevin St,3,House,house with 2,815000,S,Brad,8/10/2016,9.9,3044,2,1,1,438,94,1960,Moreland,-37.7338,144.9441,Northern Metropolitan,7485
1223,Pascoe Vale,17 Rhodes Pde,4,House,house with 4,930000,PI,Brad,8/10/2016,9.9,3044,4,1,3,746,,,Moreland,-37.7161,144.931,Northern Metropolitan,7485
1224,Pascoe Vale,2/8 View St,2,Unit,unit with 2,521500,SP,Jellis,8/10/2016,9.9,3044,2,1,1,0,,1970,Moreland,-37.7262,144.9273,Northern Metropolitan,7485
1225,Pascoe Vale,157 Cumberland Rd,4,House,house with 4,730000,VB,Brad,10/09/2016,9.9,3044,4,1,3,683,,,Moreland,-37.7251,144.9394,Northern Metropolitan,7485
1226,Pascoe Vale,34 Essex St,3,House,house with 3,775000,S,Brad,10/09/2016,9.9,3044,3,1,1,406,103,1960,Moreland,-37.7269,144.9447,Northern Metropolitan,7485
1227,Pascoe Vale,232 Boundary Rd,4,House,house with 4,990000,S,Harcourts,10/12/2016,9.9,3044,4,2,2,770,,,Moreland,-37.7166,144.9393,Northern Metropolitan,7485
1228,Pascoe Vale,16 Hayes Pde,5,House,house with 5,950000,VB,Nelson,10/12/2016,9.9,3044,5,2,2,705,166,1950,Moreland,-37.7328,144.9281,Northern Metropolitan,7485
1229,Pascoe Vale,2 Hazel Gr,2,House,house with 2,915000,S,New,10/12/2016,9.9,3044,2,1,3,629,,1975,Moreland,-37.7312,144.9399,Northern Metropolitan,7485
1230,Pascoe Vale,54 Railway Pde,3,House,house with 3,900000,S,Brad,10/12/2016,9.9,3044,3,1,1,570,139,1950,Moreland,-37.7273,144.9274,Northern Metropolitan,7485
1231,Pascoe Vale,344 Gaffney St,3,House,house with 3,810000,S,Brad,11/02/2017,9.9,3044,3,1,1,470,,,Moreland,-37.7315,144.9399,Northern Metropolitan,7485
1232,Pascoe Vale,9 Bendigo St,2,House,house with 2,920000,S,Brad,11/03/2017,9.9,3044,2,1,2,650,,,Moreland,-37.7238,144.9384,Northern Metropolitan,7485
1233,Pascoe Vale,22 Derby St,3,House,house with 3,835000,PI,Nelson,12/11/2016,9.9,3044,3,1,2,422,132,1950,Moreland,-37.7337,144.9458,Northern Metropolitan,7485
1234,Pascoe Vale,1/5 Farringdon St,3,Townhouse,townhouse with 3,790000,S,Brad,12/11/2016,9.9,3044,3,3,1,291,175,2009,Moreland,-37.7271,144.9261,Northern Metropolitan,7485
1235,Pascoe Vale,229 Sussex St,4,House,house with 4,810000,VB,Nelson,12/11/2016,9.9,3044,4,2,1,455,147,1950,Moreland,-37.7207,144.9511,Northern Metropolitan,7485
1236,Pascoe Vale,2/56 View St,3,Townhouse,townhouse with 3,667500,SP,Brad,12/11/2016,9.9,3044,3,2,2,167,,,Moreland,-37.7228,144.928,Northern Metropolitan,7485
1237,Pascoe Vale,4/37 Arndt Rd,2,Townhouse,townhouse with 2,500000,VB,Brad,13/08/2016,9.9,3044,2,1,1,147,109,2012,Moreland,-37.7209,144.93,Northern Metropolitan,7485
1238,Pascoe Vale,2/60 Bolingbroke St,2,Unit,unit with 2,485000,S,Brad,13/08/2016,9.9,3044,2,1,1,139,74,1975,Moreland,-37.7315,144.9301,Northern Metropolitan,7485
1239,Pascoe Vale,1/30 Archibald St,2,Unit,unit with 3,488000,S,Nelson,14/05/2016,9.9,3044,3,1,2,219,84,2001,Moreland,-37.7283,144.9331,Northern Metropolitan,7485
1240,Pascoe Vale,199 Cumberland Rd,3,House,house with 3,900000,SP,Nelson,14/05/2016,9.9,3044,3,2,2,608,168,1940,Moreland,-37.7182,144.9405,Northern Metropolitan,7485
1241,Pascoe Vale,6 Merbein St,2,House,house with 2,680000,PI,hockingstuart,14/05/2016,9.9,3044,2,1,2,590,95,1940,Moreland,-37.717,144.9509,Northern Metropolitan,7485
1242,Pascoe Vale,8 Merbein St,3,House,house with 3,683500,S,hockingstuart,14/05/2016,9.9,3044,3,1,2,590,,,Moreland,-37.717,144.9507,Northern Metropolitan,7485
1243,Pascoe Vale,2/6 Devon Rd,3,Townhouse,townhouse with 3,590000,PI,Nelson,15/10/2016,9.9,3044,3,2,2,191,142,2000,Moreland,-37.7223,144.9315,Northern Metropolitan,7485
1244,Pascoe Vale,7 Dorothy St,3,House,house with 3,770000,SP,Barry,15/10/2016,9.9,3044,3,1,3,464,124,1955,Moreland,-37.7184,144.9488,Northern Metropolitan,7485
1245,Pascoe Vale,12 Northumberland Rd,3,House,house with 3,815000,S,Nelson,15/10/2016,9.9,3044,3,1,2,628,,,Moreland,-37.7295,144.9316,Northern Metropolitan,7485
1246,Pascoe Vale,27 Sefton St,3,House,house with 3,975000,SP,Brad,15/10/2016,9.9,3044,3,1,3,686,151,1970,Moreland,-37.7231,144.9252,Northern Metropolitan,7485
1247,Pascoe Vale,109 Derby St,4,House,house with 3,970000,S,Nelson,16/04/2016,9.9,3044,3,2,1,535,154,1920,Moreland,-37.7282,144.9462,Northern Metropolitan,7485
1248,Pascoe Vale,2/7 Hazel Gr,3,Unit,unit with 3,515000,SP,hockingstuart,16/04/2016,9.9,3044,3,1,2,0,,,Moreland,-37.7305,144.9397,Northern Metropolitan,7485
1249,Pascoe Vale,3 Fawkner Rd,3,House,house with 3,940000,S,Nelson,17/09/2016,9.9,3044,3,1,1,589,,1970,Moreland,-37.7282,144.9312,Northern Metropolitan,7485
1250,Pascoe Vale,101 Northumberland Rd,3,Townhouse,townhouse with 3,600000,S,Eview,17/09/2016,9.9,3044,3,3,1,205,107,1940,Moreland,-37.7212,144.9326,Northern Metropolitan,7485
1251,Pascoe Vale,2/42 Railway Pde,2,Townhouse,townhouse with 2,510000,S,D'Aprano,17/09/2016,9.9,3044,2,1,1,110,91,2013,Moreland,-37.7282,144.928,Northern Metropolitan,7485
1252,Pascoe Vale,282 Cumberland Rd,3,House,house with 3,750000,SP,hockingstuart,18/03/2017,9.9,3044,3,2,2,540,146,1999,Moreland,-37.7174,144.941,Northern Metropolitan,7485
1253,Pascoe Vale,48 Derby St,4,House,house with 4,822000,SP,hockingstuart,18/03/2017,9.9,3044,4,2,2,250,194,1983,Moreland,-37.7319,144.9461,Northern Metropolitan,7485
1254,Pascoe Vale,70 Derby St,3,House,house with 3,983000,S,Brad,18/03/2017,9.9,3044,3,1,2,650,,,Moreland,-37.7304,144.9463,Northern Metropolitan,7485
1255,Pascoe Vale,249 Sussex St,3,House,house with 3,600000,VB,Jellis,18/03/2017,9.9,3044,3,1,3,490,,,Moreland,-37.7195,144.9513,Northern Metropolitan,7485
1256,Pascoe Vale,68 Devon Rd,4,Townhouse,townhouse with 3,640000,VB,Nelson,18/06/2016,9.9,3044,3,2,2,353,,,Moreland,-37.7214,144.9246,Northern Metropolitan,7485
1257,Pascoe Vale,8/16 Pascoe St,3,Townhouse,townhouse with 3,430000,VB,Trimson,18/06/2016,9.9,3044,3,2,1,146,106,2006,Moreland,-37.7152,144.9346,Northern Metropolitan,7485
1258,Pascoe Vale,7 Coane St,4,House,house with 4,1350000,PI,Nelson,19/11/2016,9.9,3044,4,2,2,646,287,1995,Moreland,-37.7256,144.9383,Northern Metropolitan,7485
1259,Pascoe Vale,6 Olive Gr,4,House,house with 4,780000,VB,Brad,19/11/2016,9.9,3044,4,1,1,556,,,Moreland,-37.7289,144.9412,Northern Metropolitan,7485
1260,Pascoe Vale,2 Virginia St,2,House,house with 2,474000,S,D'Aprano,19/11/2016,9.9,3044,2,1,1,558,,,Moreland,-37.7153,144.9434,Northern Metropolitan,7485
1261,Pascoe Vale,6 Collings Ct,2,House,house with 2,810000,S,Brad,22/05/2016,9.9,3044,2,1,1,783,94,1950,Moreland,-37.7196,144.9485,Northern Metropolitan,7485
1262,Pascoe Vale,173 Cumberland Rd,4,House,house with 4,723000,S,Stockdale,22/05/2016,9.9,3044,4,1,2,485,,1960,Moreland,-37.7239,144.9395,Northern Metropolitan,7485
1263,Pascoe Vale,30 Downs St,2,Townhouse,townhouse with 2,550500,S,Nelson,22/05/2016,9.9,3044,2,1,2,135,100,2012,Moreland,-37.7242,144.9411,Northern Metropolitan,7485
1264,Pascoe Vale,1/10 Callander Rd,2,Townhouse,townhouse with 2,610000,S,Ray,22/08/2016,9.9,3044,2,1,1,169,109,1995,Moreland,-37.7186,144.9306,Northern Metropolitan,7485
1265,Pascoe Vale,11 Farringdon St,3,House,house with 3,1000000,SP,Brad,22/08/2016,9.9,3044,3,1,2,858,,,Moreland,-37.7273,144.9254,Northern Metropolitan,7485
1266,Pascoe Vale,4/143 Sussex St,3,Unit,unit with 3,533000,SP,Brad,22/08/2016,9.9,3044,3,2,2,197,111,2007,Moreland,-37.7266,144.9496,Northern Metropolitan,7485
1267,Pascoe Vale,1 Dorset Rd,2,House,house with 2,630000,S,YPA,23/04/2016,9.9,3044,2,1,1,602,,,Moreland,-37.724,144.9501,Northern Metropolitan,7485
1268,Pascoe Vale,3/191 Sussex St,2,Townhouse,townhouse with 2,410000,VB,Brad,23/04/2016,9.9,3044,2,1,1,105,88,2014,Moreland,-37.7233,144.9507,Northern Metropolitan,7485
1269,Pascoe Vale,5 Virginia St,3,House,house with 3,600000,PI,Re,23/04/2016,9.9,3044,3,1,4,557,111,1955,Moreland,-37.7156,144.943,Northern Metropolitan,7485
1270,Pascoe Vale,2a Kent Rd,3,House,house with 3,616000,S,Nelson,24/09/2016,9.9,3044,3,1,1,190,108,1970,Moreland,-37.7211,144.9508,Northern Metropolitan,7485
1271,Pascoe Vale,7 Longview St,3,House,house with 3,792000,S,Nelson,24/09/2016,9.9,3044,3,1,2,582,,,Moreland,-37.724,144.9333,Northern Metropolitan,7485
1272,Pascoe Vale,12 Coane St,3,House,house with 3,960000,S,hockingstuart,25/02/2017,9.9,3044,3,1,2,641,111,1950,Moreland,-37.7253,144.938,Northern Metropolitan,7485
1273,Pascoe Vale,95 Essex St,4,House,house with 4,985000,SP,Ray,25/02/2017,9.9,3044,4,2,2,511,182,2007,Moreland,-37.7268,144.9401,Northern Metropolitan,7485
1274,Pascoe Vale,251 Gaffney St,4,House,house with 4,820000,VB,hockingstuart,25/02/2017,9.9,3044,4,1,1,420,,,Moreland,-37.7326,144.9475,Northern Metropolitan,7485
1275,Pascoe Vale,272 Sussex St,3,House,house with 3,670000,S,hockingstuart,25/02/2017,9.9,3044,3,1,1,596,145,1949,Moreland,-37.721,144.9514,Northern Metropolitan,7485
1276,Pascoe Vale,26 Northumberland Rd,2,House,house with 2,855000,S,Brad,26/07/2016,9.9,3044,2,1,2,659,,,Moreland,-37.7286,144.9317,Northern Metropolitan,7485
1277,Pascoe Vale,4/47 Surrey St,4,Townhouse,townhouse with 4,665000,SP,New,26/07/2016,9.9,3044,4,2,2,148,141,2001,Moreland,-37.7231,144.9482,Northern Metropolitan,7485
1278,Pascoe Vale,2 Longview St,3,House,house with 3,690000,S,Brad,27/06/2016,9.9,3044,3,1,1,507,,,Moreland,-37.7253,144.9324,Northern Metropolitan,7485
1279,Pascoe Vale,17 Prospect St,3,House,house with 3,880000,S,Nelson,27/06/2016,9.9,3044,3,2,2,588,106,1960,Moreland,-37.7283,144.9356,Northern Metropolitan,7485
1280,Pascoe Vale,4 Raeburn St,3,House,house with 3,700000,S,Nelson,27/06/2016,9.9,3044,3,1,2,449,104,1950,Moreland,-37.7286,144.9456,Northern Metropolitan,7485
1281,Pascoe Vale,2/36 Alpine Gr,3,Townhouse,townhouse with 3,600000,VB,hockingstuart,27/11/2016,9.9,3044,3,2,1,122,139,1998,Moreland,-37.7231,144.9373,Northern Metropolitan,7485
1282,Pascoe Vale,63 Cornwall Rd,3,House,house with 3,721000,S,Alexkarbon,27/11/2016,9.9,3044,3,1,2,542,,,Moreland,-37.7189,144.9367,Northern Metropolitan,7485
1283,Pascoe Vale,58 Cumberland Rd,2,House,house with 2,720000,SP,hockingstuart,27/11/2016,9.9,3044,2,1,1,428,,,Moreland,-37.7333,144.9384,Northern Metropolitan,7485
1284,Pascoe Vale,73 Park St,4,House,house with 4,910000,PI,Brad,27/11/2016,9.9,3044,4,2,0,934,,,Moreland,-37.7232,144.923,Northern Metropolitan,7485
1285,Pascoe Vale,103 Sussex St,2,House,house with 2,1570000,S,Barry,27/11/2016,9.9,3044,2,1,1,746,265,1950,Moreland,-37.7304,144.9496,Northern Metropolitan,7485
1286,Pascoe Vale,2/153 Essex St,2,House,house with 2,525500,S,Considine,28/05/2016,9.9,3044,2,1,1,111,84,2000,Moreland,-37.7261,144.9336,Northern Metropolitan,7485
1287,Pascoe Vale,259 Sussex St,3,House,house with 3,612500,S,Brad,28/05/2016,9.9,3044,3,1,1,522,132,1950,Moreland,-37.7187,144.9514,Northern Metropolitan,7485
1288,Pascoe Vale,4/305 Cumberland Rd,1,Unit,unit with 1,248500,S,Brad,28/08/2016,9.9,3044,1,1,1,49,49,1970,Moreland,-37.7152,144.9402,Northern Metropolitan,7485
1289,Pascoe Vale,130 Essex St,3,House,house with 3,960000,S,Brad,28/08/2016,9.9,3044,3,2,2,501,501,1960,Moreland,-37.7258,144.9347,Northern Metropolitan,7485
1290,Pascoe Vale,18 Kitchener Rd,2,House,house with 3,1085000,S,Ray,28/08/2016,9.9,3044,3,1,2,847,,1960,Moreland,-37.7182,144.9384,Northern Metropolitan,7485
1291,Pascoe Vale,4a Surrey St,3,House,house with 3,650000,VB,Nelson,28/08/2016,9.9,3044,3,2,1,266,,,Moreland,-37.7271,144.9485,Northern Metropolitan,7485
1292,Pascoe Vale,12 Derby St,4,House,house with 4,650000,SP,Nelson,30/07/2016,9.9,3044,4,1,2,410,141,1940,Moreland,-37.7346,144.9456,Northern Metropolitan,7485
1293,Pascoe Vale,9 Ormond St,4,House,house with 4,937000,S,Nelson,30/07/2016,9.9,3044,4,2,2,708,,,Moreland,-37.7257,144.9418,Northern Metropolitan,7485
1294,Pascoe Vale,1/12 Pascoe St,2,Unit,unit with 2,360000,VB,Barry,30/07/2016,9.9,3044,2,1,1,119,,,Moreland,-37.7161,144.9348,Northern Metropolitan,7485
1295,Pascoe Vale,4/1 Rhodes Pde,3,House,house with 3,500000,VB,hockingstuart,30/07/2016,9.9,3044,3,1,2,191,92,2013,Moreland,-37.7168,144.9329,Northern Metropolitan,7485
1296,Pascoe Vale,9 Somerset St,2,House,house with 2,775000,S,Nelson,30/07/2016,9.9,3044,2,1,2,527,,1950,Moreland,-37.7304,144.9261,Northern Metropolitan,7485
1297,Pascoe Vale,217 Sussex St,3,House,house with 3,599000,SP,Ray,30/07/2016,9.9,3044,3,1,1,534,100,1950,Moreland,-37.7215,144.951,Northern Metropolitan,7485
1298,Preston,6 Dalgety St,3,House,house with 3,1250000,S,Harcourts,3/09/2016,8.8,3072,3,1,2,644,141,1980,Darebin,-37.7419,145.0049,Northern Metropolitan,14577
1299,Preston,2 Eggleton Ct,3,House,house with 3,855000,VB,Ray,3/09/2016,8.8,3072,3,1,2,584,,,Darebin,-37.7332,145.0252,Northern Metropolitan,14577
1300,Preston,370 Gilbert Rd,4,House,house with 4,930000,S,Ray,3/09/2016,8.8,3072,4,2,2,604,180,1920,Darebin,-37.7369,144.9905,Northern Metropolitan,14577
1301,Preston,164 Gower St,4,House,house with 4,900000,S,Nelson,3/09/2016,8.8,3072,4,2,1,530,,1940,Darebin,-37.7416,145.016,Northern Metropolitan,14577
1302,Preston,19 Malpas St,4,House,house with 3,1004000,S,Nelson,3/09/2016,8.8,3072,3,0,0,650,,,Darebin,-37.7346,145.0226,Northern Metropolitan,14577
1303,Preston,376 Plenty Rd,3,House,house with 3,930000,SP,Barry,3/09/2016,8.8,3072,3,1,2,518,,,Darebin,-37.7418,145.0095,Northern Metropolitan,14577
1304,Preston,5 Kendall St,3,House,house with 3,1200000,PI,Barry,3/12/2016,8.8,3072,3,2,1,465,,,Darebin,-37.7471,144.9877,Northern Metropolitan,14577
1305,Preston,82 Murray Rd,3,House,house with 3,721000,S,Stockdale,3/12/2016,8.8,3072,3,1,1,581,,,Darebin,-37.7399,145.0228,Northern Metropolitan,14577
1306,Preston,287 Plenty Rd,3,House,house with 3,751000,S,hockingstuart,3/12/2016,8.8,3072,3,1,0,148,3,1950,Darebin,-37.7428,145.0081,Northern Metropolitan,14577
1307,Preston,46 Dunstan St,2,House,house with 2,835000,S,Nelson,4/03/2017,8.8,3072,2,1,1,490,,,Darebin,-37.7311,144.9863,Northern Metropolitan,14577
1308,Preston,111 Gower St,3,House,house with 3,637000,S,Love,4/03/2017,8.8,3072,3,1,2,327,,,Darebin,-37.7423,145.0194,Northern Metropolitan,14577
1309,Preston,5 Kendall St,3,House,house with 3,1265000,S,hockingstuart/Barry,4/03/2017,8.8,3072,3,2,1,465,,,Darebin,-37.7471,144.9877,Northern Metropolitan,14577
1310,Preston,7 Kenneth St,3,House,house with 3,1100000,PI,Love,4/03/2017,8.8,3072,3,2,3,490,130,,Darebin,-37.7413,145.0203,Northern Metropolitan,14577
1311,Preston,64 Malpas St,4,House,house with 4,1082000,S,hockingstuart,4/03/2017,8.8,3072,4,2,3,534,,,Darebin,-37.7339,145.0189,Northern Metropolitan,14577
1312,Preston,27 Olver St,2,Townhouse,townhouse with 2,715000,S,Barry,4/03/2017,8.8,3072,2,1,1,132,121,2009,Darebin,-37.7343,145.0025,Northern Metropolitan,14577
1313,Preston,672 Plenty Rd,5,House,house with 5,630000,PI,hockingstuart,4/03/2017,8.8,3072,5,5,3,199,5,,Darebin,-37.7309,145.0151,Northern Metropolitan,14577
1314,Preston,82 Raglan St,2,House,house with 2,837000,S,Nelson,4/03/2017,8.8,3072,2,1,3,581,96,1950,Darebin,-37.7508,145.0209,Northern Metropolitan,14577
1315,Preston,191 Tyler St,3,House,house with 3,950000,SP,Ray,4/06/2016,8.8,3072,3,1,2,563,180,1918,Darebin,-37.7318,145.0192,Northern Metropolitan,14577
1316,Preston,24 Benambra St,3,House,house with 3,840000,S,Barry,6/08/2016,8.8,3072,3,1,2,647,,,Darebin,-37.7331,144.988,Northern Metropolitan,14577
1317,Preston,2/3 Burkitt Ct,3,Unit,unit with 3,496000,S,hockingstuart,6/08/2016,8.8,3072,3,1,1,266,98,1990,Darebin,-37.7322,145.0318,Northern Metropolitan,14577
1318,Preston,10 May St,4,House,house with 2,931000,S,Nelson,6/08/2016,8.8,3072,2,1,1,499,,,Darebin,-37.733,144.9988,Northern Metropolitan,14577
1319,Preston,5 Newman St,2,House,house with 2,942000,S,Love,6/08/2016,8.8,3072,2,2,0,3037,,,Darebin,-37.7484,144.9949,Northern Metropolitan,14577
1320,Preston,94 High St,2,House,house with 2,650000,PI,Brace,7/05/2016,8.8,3072,2,1,1,360,360,,Darebin,-37.7485,145.0025,Northern Metropolitan,14577
1321,Preston,227 Murray Rd,2,House,house with 2,850000,S,Barry,7/05/2016,8.8,3072,2,1,1,356,102,1940,Darebin,-37.7384,145.0058,Northern Metropolitan,14577
1322,Preston,32 Tyler St,3,House,house with 4,560000,S,Barry,7/05/2016,8.8,3072,4,1,2,591,,,Darebin,-37.7333,145.0353,Northern Metropolitan,14577
1323,Preston,131b Albert St,2,House,house with 2,540000,PI,hockingstuart,7/11/2016,8.8,3072,2,1,2,250,97,2005,Darebin,-37.7373,145.0237,Northern Metropolitan,14577
1324,Preston,91 Bruce St,3,House,house with 3,1150000,S,hockingstuart,7/11/2016,8.8,3072,3,1,2,566,143,1910,Darebin,-37.7418,144.9934,Northern Metropolitan,14577
1325,Preston,216 Gower St,3,House,house with 3,965000,S,hockingstuart,7/11/2016,8.8,3072,3,1,2,581,,,Darebin,-37.7411,145.0115,Northern Metropolitan,14577
1326,Preston,176 Albert St,3,House,house with 3,700000,S,hockingstuart,8/10/2016,8.8,3072,3,1,2,562,,,Darebin,-37.7339,145.0247,Northern Metropolitan,14577
1327,Preston,65 Albert St,3,House,house with 3,615000,S,hockingstuart,8/10/2016,8.8,3072,3,1,2,493,87,1950,Darebin,-37.7441,145.0221,Northern Metropolitan,14577
1328,Preston,6 Emerald St,2,House,house with 2,775000,S,Ray,8/10/2016,8.8,3072,2,1,1,521,,,Darebin,-37.7441,145.0183,Northern Metropolitan,14577
1329,Preston,1 George St,3,House,house with 3,735000,S,hockingstuart,8/10/2016,8.8,3072,3,1,2,369,94,1950,Darebin,-37.7359,144.985,Northern Metropolitan,14577
1330,Preston,10 Tyler St,3,House,house with 3,550000,VB,Love,8/10/2016,8.8,3072,3,2,1,164,,,Darebin,-37.7335,145.0374,Northern Metropolitan,14577
1331,Preston,28 Tynan St,3,House,house with 3,1000000,S,Nelson,8/10/2016,8.8,3072,3,1,2,463,,,Darebin,-37.7339,144.9897,Northern Metropolitan,14577
1332,Preston,12 Youngman St,2,House,house with 2,780000,PI,Love,8/10/2016,8.8,3072,2,1,3,475,,,Darebin,-37.7351,145.0066,Northern Metropolitan,14577
1333,Preston,35 James St,4,House,house with 4,810000,S,Ray,10/09/2016,8.8,3072,4,2,2,1034,151,1950,Banyule,-37.7379,144.9851,Northern Metropolitan,14577
1334,Preston,41 Kathleen St,3,House,house with 3,843000,SP,Ray,10/09/2016,8.8,3072,3,1,1,537,,,Darebin,-37.737,145.0227,Northern Metropolitan,14577
1335,Preston,16 Opal St,2,House,house with 2,600000,S,Nelson,10/09/2016,8.8,3072,2,1,2,220,106,2005,Darebin,-37.7442,145.0168,Northern Metropolitan,14577
1336,Preston,21 Dunstan St,3,House,house with 3,925000,S,Woodards,10/12/2016,8.8,3072,3,1,2,693,,1950,Darebin,-37.7315,144.988,Northern Metropolitan,14577
1337,Preston,3/413 Gilbert Rd,1,Unit,unit with 1,305000,S,Nelson,10/12/2016,8.8,3072,1,1,1,41,,1955,Darebin,-37.7367,144.9899,Northern Metropolitan,14577
1338,Preston,2 Hope St,3,House,house with 3,1080000,PI,Barry,10/12/2016,8.8,3072,3,2,1,369,,,Darebin,-37.7389,144.9821,Northern Metropolitan,14577
1339,Preston,3/27 Jessie St,2,Unit,unit with 2,656000,S,Barry,10/12/2016,8.8,3072,2,1,1,205,,1975,Darebin,-37.7413,144.9939,Northern Metropolitan,14577
1340,Preston,90 Murray Rd,2,House,house with 2,799900,SP,Love,10/12/2016,8.8,3072,2,1,2,460,,,Darebin,-37.7397,145.0209,Northern Metropolitan,14577
1341,Preston,3 Parker St,3,House,house with 3,916000,S,Nelson,10/12/2016,8.8,3072,3,1,3,523,,,Darebin,-37.7314,145.0017,Northern Metropolitan,14577
1342,Preston,439 Plenty Rd,3,House,house with 3,1000000,PI,hockingstuart,10/12/2016,8.8,3072,3,2,2,143,3,,Darebin,-37.7381,145.0116,Northern Metropolitan,14577
1343,Preston,33 Showers St,4,House,house with 4,914000,S,Ray,10/12/2016,8.8,3072,4,1,1,339,,,Darebin,-37.7485,144.998,Northern Metropolitan,14577
1344,Preston,287 Tyler St,3,House,house with 3,1650000,S,hockingstuart,10/12/2016,8.8,3072,3,1,2,452,129,1890,Darebin,-37.7307,145.0094,Northern Metropolitan,14577
1345,Preston,15 Morgan St,3,House,house with 3,990000,PI,hockingstuart,11/03/2017,8.8,3072,3,2,2,475,,1920,Darebin,-37.7344,145.008,Northern Metropolitan,14577
1346,Preston,3/104 Regent St,2,Unit,unit with 2,512000,S,Nelson,11/03/2017,8.8,3072,2,1,1,145,,,Darebin,-37.7293,144.9931,Northern Metropolitan,14577
1347,Preston,126 Albert St,3,House,house with 3,600000,VB,hockingstuart,12/06/2016,8.8,3072,3,1,3,503,101,1950,Darebin,-37.739,145.0238,Northern Metropolitan,14577
1348,Preston,34 Dean St,4,House,house with 4,910000,PI,hockingstuart,12/11/2016,8.8,3072,4,1,1,582,,,Darebin,-37.7355,145.0178,Northern Metropolitan,14577
